LandType,Price,Neighborhood,Building,Address,Sold Price,Sold Date,Beds,Bath,Living Sq Ft,Parking,Lanai,Pets,Floor,Year,List Date,Days,Condition,Tax,Maint. Fee,Elementary,Junior High,High,Flood Zone,View,Frontage,Flooring
FS,"$669,000 ",West Marina,Esplanade,500 Lunalilo Home Road 15F,"$669,000 ",5/1/2018,2,2,"1,083",2,119,Yes,5,1973,11/15/2017,140,Average,$165 ,$692 ,Koko Head,Niu Valley,Kaiser,Zone AE,"Coastline,Diamond Head,Marina/Canal,Mountain,Sunset",Marina,"Ceramic Tile,W/W Carpet"
LH,"$441,000 ",West Marina,Mawaena Kai 1-2-3,7007 Hawaii Kai Drive L23,"$441,000 ",4/30/2018,2,2,"1,146",2,64,Yes,2,1988,2/8/2018,36,Above Average,$186 ,$607 ,Hahaione,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Mountain,Sunrise","Marina,Stream/Canal,Waterfront","Ceramic Tile,W/W Carpet"
FS,"$599,000 ",West Marina,Marina Palms,6226 Kawaihae Place 113,"$627,000 ",4/30/2018,2,1,888,2,99,Yes,1,1966,3/5/2018,14,Above Average,$150 ,$572 ,,,,Zone AE,"Marina/Canal,Mountain","Marina,Waterfront","Ceramic Tile,Hardwood"
FS,"$842,000 ",West Marina,Koko Isle,412 Koko Isle Circle 1806,"$850,000 ",4/27/2018,3,2.1,"1,400",2,704,Yes,1,1968,2/26/2018,9,Excellent,$170 ,$551 ,Koko Head,Niu Valley,Kaiser,Zone AE,"Garden,Mountain,Sunrise",,"Ceramic Tile,Hardwood"
FS,"$775,000 ",West Marina,Nanea Kai,7018 Hawaii Kai Drive 601,"$775,000 ",4/26/2018,3,2.1,"1,595",2,81,Yes,2,2003,1/22/2018,10,Above Average,$194 ,$521 ,Hahaione,Niu Valley,Kaiser,Zone D,"Mountain,Sunrise",,"Ceramic Tile,Laminate,Marble/Granite,W/W Carpet"
FS,"$1,050,000 ",West Marina,Koko Isle,709 Koko Isle Circle 1305,"$1,050,000 ",4/20/2018,3,2.1,"1,789",2,250,Yes,1,1968,3/16/2018,11,Excellent,$275 ,$784 ,Koko Head,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Mountain",Marina,"Ceramic Tile,W/W Carpet"
FS,"$1,100,000 ",West Marina,Kuapa Isle,377 Opihikao Place 332,"$1,000,000 ",4/20/2018,3,2,"1,164",2,400,Yes,1,1970,2/20/2018,17,Above Average,$204 ,$640 ,Hahaione,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Sunset",Marina,Vinyl
FS,"$489,500 ",Hahaione-lower,Mauna Luan,511 Hahaione Street 1-20B,"$480,000 ",4/18/2018,1,1,938,1,0,No,20,1975,2/26/2018,28,"Above Average,Excellent",$136 ,$571 ,Hahaione,,Kaiser,Zone D,"Coastline,Marina/Canal,Mountain,Ocean",Other,Laminate
FS,"$1,695,000 ",West Marina,Kalele Kai,1 Keahole Place 1608,"$1,625,000 ",4/18/2018,3,2.1,"2,210",2,674,Yes,6,1993,3/9/2018,7,Excellent,$319 ,"$1,314 ",Hahaione,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Mountain,Sunrise","Marina,Waterfront","Marble/Granite,W/W Carpet"
LH,"$459,000 ",West Marina,Mawaena Kai 1-2-3,7007 Hawaii Kai Drive D21,"$460,000 ",4/13/2018,3,2,"1,296",2,131,Yes,2,1988,1/30/2018,9,Excellent,$203 ,$681 ,Hahaione,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Mountain,Sunrise",Marina,"Ceramic Tile,Laminate,W/W Carpet"
FS,"$520,000 ",Hahaione-lower,Plaza Hawaii Kai,6770 Hawaii Kai Drive 22,"$510,000 ",4/13/2018,2,2,"1,068",2,291,Yes,2,1974,1/18/2018,14,"Above Average,Average",$152 ,$822 ,Hahaione,Niu Valley,Kaiser,Zone D,"Garden,Mountain",,"Ceramic Tile,Other,W/W Carpet"
FS,"$735,000 ",West Marina,Colony At The Penins,520 Lunalilo Home Road #6314,"$722,500 ",4/13/2018,3,2,"1,457",2,126,Yes,3,2004,2/19/2018,17,Excellent,$207 ,$879 ,Koko Head,Niu Valley,Kaiser,Zone AE,"Garden,Mountain,Sunset",Marina,"Laminate,Vinyl,W/W Carpet"
FS,"$755,000 ",West Marina,Lalea At Hawaii Kai ,7086 Hawaii Kai Drive 21,"$755,000 ",4/13/2018,3,2.1,"1,075",2,350,Yes,1,1996,3/18/2018,0,"Above Average,Excellent",$190 ,$410 ,Hahaione,Niu Valley,Kaiser,Zone D,"Mountain,Sunrise",,"Ceramic Tile,Laminate,Vinyl,W/W Carpet"
FS,"$820,000 ",West Marina,Moana Kai,7012 Hawaii Kai Drive 1007,"$820,000 ",4/13/2018,3,2.1,"1,651",2,39,Yes,3,2005,3/6/2018,8,Excellent,$194 ,$430 ,Hahaione,Niu Valley,Kaiser,Zone D,"Garden,Mountain",Other,"Vinyl,W/W Carpet"
FS,"$658,000 ",West Marina,Colony At The Penins,520 Lunalilo Home Road 8207,"$658,000 ",4/9/2018,2,2,"1,269",2,109,Yes,2,2004,10/20/2017,110,Excellent,$156 ,$774 ,,,,Zone AE,None,Other,"Ceramic Tile,W/W Carpet"
FS,"$740,000 ",West Marina,Lalea At Hawaii Kai ,7080 Hawaii Kai Drive 1,"$740,000 ",4/9/2018,3,2.1,"1,075",2,180,Yes,1,1996,2/6/2018,14,"Above Average,Excellent",$186 ,$410 ,Hahaione,Niu Valley,Kaiser,Zone D,Mountain,,"Ceramic Tile,W/W Carpet"
FS,"$750,000 ",Hahaione-lower,Plaza Hawaii Kai,6770 Hawaii Kai Drive 25,"$740,000 ",4/9/2018,3,2.1,"2,137",2,285,Yes,2,1974,2/5/2018,22,Excellent,$195 ,"$1,164 ",,,,Zone D,Mountain,Other,"Ceramic Tile,Laminate,Vinyl"
FS,"$899,000 ",West Marina,Peninsula At Hawaii ,580 Lunalilo Home Road B-341,"$870,000 ",4/6/2018,3,2.1,"1,648",2,374,Yes,2,2004,9/15/2017,161,Excellent,$239 ,$597 ,Koko Head,Niu Valley,Kaiser,Zone AE,"Garden,Mountain",Other,"Laminate,W/W Carpet"
FS,"$409,900 ",Hahaione-lower,Commodore,555 Hahaione Street 3C,"$420,000 ",4/5/2018,2,2,"1,238",2,77,Yes,3,1982,10/3/2017,149,Above Average,$142 ,"$1,139 ",Hahaione,Niu Valley,Kaiser,Zone D,Mountain,,"Ceramic Tile,Laminate"
FS,"$500,000 ",Hahaione-lower,Heritage House Hawai,6710 Hawaii Kai Drive 608,"$480,000 ",4/5/2018,2,2,"1,035",2,5,No,6,1974,1/25/2018,13,Fair,$126 ,$621 ,Hahaione,Niu Valley,Kaiser,Zone D,"Garden,Marina/Canal,Ocean",Ocean,W/W Carpet
FS,"$599,999 ",Hahaione-lower,Mauna Luan,501 Hahaione Street 16K,"$599,999 ",4/4/2018,2,2,"1,185",2,0,No,16,1975,3/8/2018,1,Above Average,$157 ,$723 ,Hahaione,Niu Valley,Kaiser,Zone D,"Marina/Canal,Mountain,Ocean",,Laminate
FS,"$720,000 ",West Marina,Colony At The Penins,520 Lunalilo Home Road 8416,"$715,000 ",4/4/2018,3,2,"1,457",2,126,Yes,4,2004,1/2/2018,44,Excellent,$184 ,$879 ,Koko Head,Niu Valley,Kaiser,Zone AE,Garden,Marina,"Vinyl,W/W Carpet"
FS,"$749,000 ",West Marina,Villa Marina,6209 Kawaihae Place D105,"$760,000 ",4/4/2018,3,2.1,"1,452",2,308,Yes,1,1970,2/16/2018,5,Excellent,$149 ,$550 ,Hahaione,Niu Valley,Kaiser,Zone D,Garden,,"Ceramic Tile,Laminate"
FS,"$450,000 ",Hahaione-lower,Plaza Hawaii Kai,6770 Hawaii Kai Drive 703,"$440,000 ",3/29/2018,1,1,733,1,0,Yes,7,1974,2/1/2018,21,Above Average,$134 ,$564 ,,,,Zone D,"Marina/Canal,Mountain,Ocean",,"Vinyl,W/W Carpet"
FS,"$555,000 ",Hahaione-lower,Mauna Luan,531 Hahaione Street 2/12C,"$560,500 ",3/29/2018,2,2,"1,211",2,0,No,12,1975,2/12/2018,14,Above Average,$159 ,$738 ,Hahaione,Niu Valley,Kaiser,Zone D,"Mountain,Ocean",,"Laminate,W/W Carpet"
FS,"$589,000 ",Hahaione-lower,Mariners Village 2,595 Hahaione Street A201,"$585,000 ",3/29/2018,3,2,"1,305",2,119,Yes,2,1972,2/10/2018,2,Fair,$167 ,$789 ,Hahaione,Niu Valley,Kaiser,Zone D,Mountain,,"Laminate,Vinyl,W/W Carpet"
FS,"$720,000 ",West Marina,Peninsula At Hawaii ,520 Lunalilo Home Road V5409,"$712,000 ",3/29/2018,2,2.1,"1,100",2,0,Yes,1,2003,1/24/2018,8,Excellent,$157 ,$620 ,Koko Head,Niu Valley,Kaiser,Zone AE,Mountain,,"Ceramic Tile,W/W Carpet"
FS,"$685,000 ",West Marina,Marina Palms,6226 Kawaihae Place 110,"$680,000 ",3/28/2018,2,1,888,2,89,Yes,2,1966,1/11/2018,34,"Above Average,Excellent",$163 ,$560 ,Hahaione,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Mountain",Marina,"Ceramic Tile,Laminate"
FS,"$528,000 ",West Marina,Colony At The Penins,520 Lunalilo Home Road 7416,"$528,000 ",3/23/2018,1,1,893,2,86,Yes,4,2004,1/18/2018,13,Excellent,$114 ,$571 ,,Niu Valley,Kaiser,Zone AE,Mountain,,"Ceramic Tile,W/W Carpet"
FS,"$659,000 ",West Marina,Lalea At Hawaii Kai ,7170 Hawaii Kai Drive 178,"$665,000 ",3/23/2018,2,2,947,2,0,Yes,2,1998,1/18/2018,8,Excellent,$176 ,$361 ,Hahaione,Niu Valley,Kaiser,Zone D,Mountain,,"Ceramic Tile,Vinyl,W/W Carpet"
FS,"$489,000 ",Hahaione-lower,Commodore,555 Hahaione Street 6G,"$465,000 ",3/22/2018,2,2,"1,225",2,77,Yes,6,1982,1/17/2018,42,Excellent,$158 ,"$1,127 ",Hahaione,Niu Valley,Kaiser,Zone D,"Mountain,Ocean",,"Ceramic Tile,W/W Carpet"
FS,"$1,085,000 ",West Marina,Kuapa Isle,439 Opihikao Place 181,"$1,000,000 ",3/21/2018,3,2.1,"1,382",4,380,Yes,1,1970,1/11/2018,22,Above Average,$235 ,$625 ,Hahaione,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Mountain","Marina,Stream/Canal,Waterfront","Ceramic Tile,Hardwood,W/W Carpet"
FS,"$899,000 ",West Marina,Peninsula At Hawaii ,520 Lunalilo Home Road 359,"$895,000 ",3/19/2018,3,2,"1,297",2,500,Yes,1,2002,11/10/2017,47,Excellent,$185 ,$540 ,Koko Head,Niu Valley,Kaiser,Zone AE,Garden,Marina,Marble/Granite
FS,"$425,000 ",Hahaione-lower,Heritage House Hawai,6710 Hawaii Kai Drive 1712,"$430,000 ",3/16/2018,1,1,706,1,0,No,17,1974,12/17/2017,37,Average,$118 ,$435 ,Hahaione,Niu Valley,Kaiser,Zone D,"Marina/Canal,Sunset",Other,"Vinyl,W/W Carpet"
FS,"$762,000 ",West Marina,Lalea At Hawaii Kai ,7110 Hawaii Kai Drive 43,"$762,500 ",3/16/2018,3,2.1,"1,075",2,280,Yes,1,1997,1/18/2018,10,Excellent,$191 ,$410 ,Hahaione,Niu Valley,Kaiser,Zone D,"Garden,Mountain",,"Ceramic Tile,Laminate"
FS,"$499,000 ",Hahaione-lower,Plaza Hawaii Kai,6770 Hawaii Kai Drive 1403,"$499,000 ",3/15/2018,1,1,733,1,86,Yes,14,1974,2/10/2018,3,"Above Average,Excellent",$135 ,$564 ,Hahaione,Niu Valley,Kaiser,Zone D,"Marina/Canal,Ocean",,"Ceramic Tile,Laminate"
FS,"$715,000 ",West Marina,Colony At The Penins,520 Lunalilo Home Road 8305,"$700,000 ",3/13/2018,3,2,"1,457",2,126,Yes,4,2004,12/5/2017,48,Excellent,$184 ,$879 ,Koko Head,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Mountain",,"Ceramic Tile,Laminate,W/W Carpet"
FS,"$1,075,000 ",West Marina,Kuapa Isle,367 Opihikao Place 361,"$1,075,000 ",3/13/2018,3,3,"1,762",2,156,Yes,1,1970,2/7/2018,6,Above Average,$448 ,$640 ,Hahaione,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Mountain",Marina,"Ceramic Tile,Hardwood,W/W Carpet"
FS,"$690,000 ",West Marina,Mt Terrace,250 Kawaihae Street 6B,"$690,000 ",3/12/2018,2,2,"1,644",2,0,No,6,1974,6/15/2017,211,Average,$198 ,"$1,315 ",Hahaione,Niu Valley,Kaiser,Zone AE,Ocean,,W/W Carpet
FS,"$670,000 ",West Marina,Colony At The Penins,520 Lunalilo Home Road 8325,"$668,000 ",3/9/2018,2,2,"1,287",2,109,Yes,3,2004,12/13/2017,37,Excellent,$179 ,$781 ,Hahaione,Niu Valley,Kaiser,Zone AE,Marina/Canal,,"Ceramic Tile,Laminate,W/W Carpet"
FS,"$729,000 ",West Marina,Nanea Kai,7018 Hawaii Kai Drive 305,"$719,000 ",3/9/2018,3,2.1,"1,377",2,172,Yes,3,2003,11/30/2017,57,Above Average,$180 ,$438 ,Hahaione,Niu Valley,Kaiser,Zone D,Mountain,Other,"Ceramic Tile,W/W Carpet"
FS,"$695,000 ",West Marina,Kawaihae Crescent Ea,532 Kawaihae Street C,"$685,000 ",3/6/2018,3,2.1,"1,479",2,0,No,2,1973,12/26/2017,30,Excellent,$146 ,$624 ,,,,Zone D,None,Other,"Laminate,W/W Carpet"
FS,"$555,000 ",Hahaione-lower,Mauna Luan,501 Hahaione Street 1/15H,"$540,000 ",3/5/2018,2,1.1,"1,211",2,0,No,15,1975,1/12/2018,24,Above Average,$158 ,$738 ,Hahaione,Niu Valley,Kaiser,Zone D,"Garden,Mountain,Ocean,Sunset",,W/W Carpet
FS,"$665,000 ",West Marina,Colony At The Penins,520 Lunalilo Home Road 7407,"$655,000 ",2/28/2018,2,2,"1,345",2,0,Yes,5,2004,10/26/2017,96,Excellent,$189 ,$824 ,Koko Head,Niu Valley,Kaiser,Zone AE,None,,"Hardwood,W/W Carpet"
FS,"$669,000 ",Hahaione-lower,Plaza Hawaii Kai,6770 Hawaii Kai Drive 401,"$632,000 ",2/28/2018,2,2,"1,478",2,83,Yes,4,1974,11/2/2017,1,Excellent,$168 ,"$1,095 ",Hahaione,Niu Valley,Kaiser,Zone D,"Garden,Mountain",Other,"Ceramic Tile,Laminate"
FS,"$1,085,000 ",West Marina,Koko Isle,103 Koko Isle Circle 103,"$1,100,000 ",2/23/2018,3,2.1,"1,730",2,570,Yes,1,1968,12/10/2017,12,Excellent,$259 ,$780 ,,,,Zone AE,"Marina/Canal,Sunrise","Marina,Waterfront","Ceramic Tile,Hardwood"
FS,"$462,900 ",Hahaione-lower,Naniwa Gardens,6750 Hawaii Kai Drive 106,"$450,000 ",2/16/2018,1,1,862,2,75,Yes,1,1974,11/29/2017,41,"Above Average,Excellent",$118 ,$600 ,,,,Zone D,"City,Garden",Other,Ceramic Tile
FS,"$648,000 ",West Marina,Lalea At Hawaii Kai ,7122 Hawaii Kai Drive 90,"$648,000 ",2/14/2018,2,2,947,1,0,No,2,1997,1/10/2018,6,Excellent,$140 ,$361 ,Hahaione,Niu Valley,Kaiser,Zone D,Mountain,,"Ceramic Tile,Laminate,W/W Carpet"
FS,"$798,000 ",West Marina,Kalele Kai,1 Keahole Place 1512,"$798,000 ",2/9/2018,2,2,"1,424",2,263,Yes,5,1993,11/30/2017,4,Excellent,$213 ,$822 ,,,,Zone AE,"Garden,Marina/Canal,Mountain",Other,"Ceramic Tile,W/W Carpet"
FS,"$829,900 ",West Marina,Peninsula At Hawaii ,580 Lunalilo Home Road B-332,"$815,000 ",2/6/2018,3,2.1,"1,582",2,0,Yes,2,2004,9/22/2017,80,Average,$230 ,$609 ,,,,Zone AE,None,,"Ceramic Tile,Hardwood,Other,W/W Carpet"
FS,"$515,000 ",Hahaione-lower,Heritage House Hawai,6710 Hawaii Kai Drive 200,"$508,000 ",1/26/2018,2,2,"1,035",2,105,No,2,1974,11/25/2017,25,Above Average,$128 ,$651 ,Hahaione,Niu Valley,Kaiser,Zone D,"Garden,Mountain,Sunset",,Ceramic Tile
FS,"$650,000 ",West Marina,Lalea At Hawaii Kai ,7182 Hawaii Kai Drive 236,"$645,000 ",1/26/2018,2,2,947,1,0,Yes,2,1999,11/21/2017,14,"Above Average,Excellent",$177 ,$353 ,Hahaione,Niu Valley,Kaiser,Zone D,Mountain,,"Vinyl,W/W Carpet"
FS,"$528,000 ",West Marina,Colony At The Penins,520 Lunalilo Home Road 6312,"$528,000 ",1/22/2018,1,1,904,2,86,Yes,3,2004,10/16/2017,57,Above Average,$150 ,$576 ,Koko Head,Niu Valley,Kaiser,Zone AE,"Garden,Mountain",Lake/Pond,"Ceramic Tile,W/W Carpet"
FS,"$1,100,000 ",West Marina,Kuapa Isle,315 Opihikao Place 441,"$1,120,000 ",1/19/2018,3,3,"1,557",2,380,Yes,1,1970,11/27/2017,3,Excellent,$279 ,$625 ,Hahaione,Niu Valley,Kaiser,Zone X,Marina/Canal,Marina,"Ceramic Tile,Hardwood"
FS,"$950,000 ",West Marina,Kuapa Isle,280 Opihikao Way 681,"$940,000 ",1/18/2018,3,2,"1,625",4,204,Yes,1,1970,12/20/2017,7,Average,$251 ,$640 ,Hahaione,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Sunset",Marina,Other
FS,"$575,000 ",Hahaione-lower,Heritage House Hawai,6710 Hawaii Kai Drive 1214,"$562,000 ",1/17/2018,2,2,"1,208",2,0,No,12,1974,11/15/2017,23,Above Average,$178 ,$748 ,,,,Zone D,"City,Marina/Canal,Mountain,Ocean",Ocean,"Laminate,W/W Carpet"
FS,"$698,000 ",Hahaione-lower,Naniwa Gardens,6750 Hawaii Kai Drive 604,"$688,000 ",1/17/2018,2,2,"1,328",2,0,Yes,6,1974,11/10/2017,26,Above Average,$163 ,$848 ,Hahaione,Niu Valley,Kaiser,Zone D,"Garden,Marina/Canal,Mountain,Ocean",,"Ceramic Tile,Laminate,W/W Carpet"
FS,"$649,000 ",West Marina,Kaimala Marina,444 Lunalilo Home Road 805,"$663,000 ",1/16/2018,3,2.1,"1,282",2,344,Yes,1,1972,12/9/2017,4,Above Average,$168 ,$667 ,Hahaione,Niu Valley,Kaiser,Zone AE,"Garden,Mountain","Marina,Waterfront","Ceramic Tile,Hardwood"
FS,"$575,000 ",Hahaione-lower,Village Green,553 Pepeekeo Street 5 (553-5),"$575,000 ",1/12/2018,3,2,"1,305",2,0,Yes,1,1969,11/15/2017,7,Above Average,$170 ,$690 ,,,,Zone D,"Garden,Mountain",,"Ceramic Tile,W/W Carpet"
FS,"$715,000 ",West Marina,Colony At The Penins,520 Lunalilo Home Road 7127,"$692,000 ",1/12/2018,3,2,"1,457",2,121,Yes,1,2005,7/7/2017,136,Average,$185 ,$886 ,Koko Head,Niu Valley,Kaiser,Zone AE,Mountain,Other,"Ceramic Tile,Laminate,W/W Carpet"
FS,"$617,000 ",Mariners Valley,Mariners Village 3,1111 Wainiha Street D,"$613,000 ",1/10/2018,3,1.1,"1,093",2,504,Yes,1,1971,9/20/2017,71,Above Average,$161 ,$457 ,,,,Zone D,Garden,Other,"Ceramic Tile,W/W Carpet"
FS,"$1,300,000 ",Napua Point,Napua Point,125C Maunalua Avenue 11,"$1,300,000 ",1/10/2018,3,2.1,"1,628",2,234,Yes,125,1980,10/29/2017,14,Excellent,$202 ,$976 ,Hahaione,Niu Valley,Kaiser,Zone AE,"Garden,Mountain,Ocean","Ocean,Sandy Beach,Waterfront",Ceramic Tile
FS,"$485,000 ",Hahaione-lower,Mauna Luan,521 Hahaione Street 2/7F,"$470,000 ",1/9/2018,1,1,833,1,0,No,7,1975,10/24/2017,29,Above Average,$119 ,$508 ,Hahaione,Niu Valley,Kaiser,Zone D,"Mountain,Ocean",Other,Laminate
FS,"$625,000 ",Hahaione-lower,Mariners Village 1,,"$625,000 ",1/9/2018,3,2.1,"1,457",2,620,No,2,1971,11/27/2017,0,Above Average,$167 ,$650 ,Hahaione,Niu Valley,Kaiser,Zone D,None,,W/W Carpet
FS,"$639,000 ",Mariners Valley,Mariners Village 3,1062 Kolokolo Street D,"$651,000 ",1/9/2018,3,1.1,"1,134",2,504,Yes,2,1973,11/21/2017,14,Excellent,$142 ,$457 ,Kamiloiki,Niu Valley,Kaiser,Zone D,"Garden,Mountain",Other,"Laminate,Other"
FS,"$565,000 ",Hahaione-lower,Mauna Luan,521 Hahaione Street 2/11K,"$540,000 ",1/8/2018,2,2,"1,185",2,0,No,11,1975,9/15/2017,55,Average,$164 ,$723 ,Hahaione,Niu Valley,Kaiser,Zone D,"Garden,Marina/Canal,Mountain,Ocean",,"Vinyl,W/W Carpet"
FS,"$590,000 ",Hahaione-lower,Plaza Hawaii Kai,6770 Hawaii Kai Drive 707,"$590,000 ",1/8/2018,2,2,"1,030",2,89,Yes,7,1974,11/14/2017,14,Excellent,$124 ,$759 ,Hahaione,Niu Valley,Kaiser,Zone D,"Marina/Canal,Mountain,Ocean,Sunrise,Sunset",,"Ceramic Tile,W/W Carpet"
FS,"$489,250 ",Hahaione-lower,Plaza Hawaii Kai,6770 Hawaii Kai Drive 208,"$495,000 ",1/5/2018,2,2,"1,030",2,89,Yes,2,1974,9/21/2017,64,"Average,Fair",$125 ,$759 ,Hahaione,Niu Valley,Kaiser,Zone D,"Garden,Mountain",Other,"Ceramic Tile,Vinyl,W/W Carpet"
FS,"$685,000 ",West Marina,Mt Terrace,250 Kawaihae Street 9B,"$643,500 ",1/5/2018,2,2,"1,644",2,0,No,9,1974,10/19/2017,27,Above Average,$228 ,"$1,315 ",,,,Zone AE,"City,Coastline,Mountain,Ocean",,"Ceramic Tile,Laminate"
FS,"$598,000 ",Hahaione-lower,Plaza Hawaii Kai,6770 Hawaii Kai Drive 606,"$598,000 ",12/29/2017,2,2,"1,030",2,89,Yes,6,1974,11/10/2017,29,Excellent,$138 ,$759 ,Hahaione,Niu Valley,Kaiser,Zone D,"Diamond Head,Marina/Canal,Mountain,Ocean,Sunrise,Sunset",Other,"Ceramic Tile,Other"
FS,"$798,000 ",West Marina,Kalele Kai,1 Keahole Place 3110,"$876,000 ",12/28/2017,2,2,"1,427",2,265,Yes,1,1993,11/17/2017,8,Above Average,$212 ,$824 ,,,,Zone D,Garden,,"Ceramic Tile,Laminate,Other,W/W Carpet"
FS,"$874,900 ",West Marina,Moorings,6370 Hawaii Kai Drive 50,"$869,000 ",12/28/2017,3,3.1,"1,522",2,76,Yes,1,1969,9/22/2017,49,Above Average,$237 ,$660 ,Hahaione,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Mountain","Marina,Stream/Canal,Waterfront","Ceramic Tile,Vinyl,W/W Carpet"
FS,"$888,000 ",West Marina,Kuapa Isle,414 Opihikao Place 511,"$890,000 ",12/26/2017,4,3,"1,557",2,380,Yes,1,1970,10/5/2017,12,Excellent,$243 ,$625 ,Hahaione,Niu Valley,Kaiser,Zone AE,None,,"Ceramic Tile,Laminate"
FS,"$650,000 ",West Marina,Mt Terrace,250 Kawaihae Street 5B,"$638,000 ",12/22/2017,2,2,"1,644",2,0,No,5,1974,7/3/2017,109,Average,$197 ,"$1,315 ",Hahaione,Niu Valley,Kaiser,Zone AE,"Mountain,Ocean,Sunset",,"Vinyl,W/W Carpet"
FS,"$699,000 ",West Marina,Lalea At Hawaii Kai ,7128 Hawaii Kai Drive 106,"$715,000 ",12/21/2017,3,2.1,"1,075",2,250,No,1,1997,10/31/2017,14,Above Average,$150 ,$426 ,Hahaione,Niu Valley,Kaiser,Zone D,Mountain,,W/W Carpet
FS,"$939,000 ",West Marina,Kalele Kai,1 Keahole Place 2307,"$850,000 ",12/15/2017,2,2,"1,430",2,681,Yes,3,1993,6/6/2017,160,Excellent,$201 ,$826 ,Hahaione,Niu Valley,Kaiser,Zone AE,Mountain,Marina,"Ceramic Tile,Other"
FS,"$648,880 ",West Marina,Kaimala Marina,444 Lunalilo Home Road 907,"$648,880 ",12/14/2017,3,2.1,"1,288",2,344,Yes,1,1972,10/10/2017,27,Excellent,$180 ,$667 ,Hahaione,Niu Valley,Kaiser,Zone AE,Garden,Marina,"Ceramic Tile,Hardwood,Vinyl"
FS,"$1,038,000 ",West Marina,Gateway Peninsula,207 Kawaihae Street B3,"$1,038,000 ",12/12/2017,3,2.1,"1,752",2,346,Yes,1,1972,10/24/2017,13,Excellent,$229 ,$769 ,Hahaione,Niu Valley,Kaiser,Zone AE,"Coastline,Garden,Marina/Canal,Mountain,Ocean,Sunrise","Marina,Waterfront","Ceramic Tile,Hardwood,Marble/Granite,Other"
FS,"$839,000 ",West Marina,Hale Makani Kai,433 Kawaihae Street 107,"$825,000 ",12/6/2017,3,3,"1,496",2,36,Yes,1,1996,9/12/2017,48,Average,$263 ,$67 ,,,,Zone AE,"Garden,Marina/Canal","Marina,Waterfront","Ceramic Tile,W/W Carpet"
FS,"$429,000 ",Hahaione-lower,Mauna Luan,521 Hahaione Street 2/4G,"$420,000 ",12/5/2017,1,1,804,1,0,No,4,1975,9/12/2017,41,Average,$81 ,$480 ,,,,Zone D,"Garden,Mountain",,"Ceramic Tile,W/W Carpet"
FS,"$635,000 ",Hahaione-lower,Village Green,5536 Pepeekeo Street 434A,"$625,000 ",12/4/2017,3,2,"1,305",2,120,Yes,2,1969,8/14/2017,85,Excellent,$161 ,$690 ,Hahaione,Niu Valley,Kaiser,Zone D,Garden,,Laminate
FS,"$950,000 ",West Marina,Kalele Kai,1 Keahole Place 1612,"$906,000 ",12/4/2017,2,2,"1,424",2,263,Yes,6,1993,10/3/2017,14,Excellent,$190 ,$822 ,Koko Head,Niu Valley,Kaiser,Zone AE,"Garden,Marina/Canal,Sunrise",Marina,Hardwood
FS,"$608,000 ",Hahaione-lower,Heritage House Hawai,6710 Hawaii Kai Drive 1700,"$608,000 ",11/30/2017,2,2,"1,035",2,105,No,17,1974,10/17/2017,4,Excellent,$124 ,$651 ,Hahaione,Niu Valley,Kaiser,Zone D,"Marina/Canal,Mountain,Ocean",,"Ceramic Tile,W/W Carpet"
FS,"$689,000 ",West Marina,Esplanade,500 Lunalilo Home Road 25D,"$679,000 ",11/30/2017,2,2,"1,083",2,119,Yes,5,1973,10/7/2017,18,Average,$178 ,$736 ,,,,Zone AE,"Marina/Canal,Mountain","Marina,Stream/Canal,Waterfront","Ceramic Tile,W/W Carpet"
FS,"$729,900 ",Kalama Valley,Kalama Kuu,1169 Mokuhano Street D102,"$740,000 ",11/30/2017,3,3,"1,467",2,302,Yes,0,2002,10/18/2017,11,Excellent,$171 ,$770 ,,,,Zone D,Garden,Other,"Vinyl,W/W Carpet"
FS,"$710,000 ",West Marina,Colony At The Penins,520 Lunalilo Home Road 8224,"$705,000 ",11/27/2017,3,2,"1,457",2,126,Yes,2,2004,9/20/2017,20,Excellent,$185 ,$879 ,,,,Zone AE,"City,Marina/Canal,Mountain",Marina,"Hardwood,Marble/Granite,W/W Carpet"
FS,"$859,000 ",West Marina,Koko Isle,505 Koko Isle Circle 505,"$840,000 ",11/21/2017,2,1.1,"1,430",2,0,Yes,1,1968,7/5/2017,87,Above Average,$168 ,$780 ,Kamiloiki,Niu Valley,Kaiser,Zone AE,"Garden,Marina/Canal,Mountain",Marina,"Laminate,W/W Carpet"
FS,"$998,000 ",West Marina,Kuapa Isle,353 Opihikao Place 392,"$1,000,000 ",11/15/2017,4,3,"1,557",4,380,Yes,1,1970,8/4/2017,31,"Above Average,Excellent",$533 ,$615 ,Hahaione,Niu Valley,Kaiser,Zone X,"Marina/Canal,Mountain","Marina,Waterfront","Ceramic Tile,Hardwood,W/W Carpet"
