LandType,Price,Neighborhood,Building,Address,Sold Price,Sold Date,Beds,Bath,Living Sq Ft,Parking,Lanai,Pets,Floor,Year,List Date,Days,Condition,Tax,Maint. Fee,Elementary,Junior High,High,Flood Zone,View,Frontage,Flooring
FS,"$469,000 ",Hahaione-lower,Commodore,555 Hahaione Street 12E,"$455,000 ",8/31/2016,1,2,"1,019",2,62,Yes,12,1982,5/27/2016,99,Excellent,$102 ,$989 ,Hahaione,Niu Valley,Kaiser,Zone D,"Marina/Canal,Ocean",Other,"Ceramic Tile,Other"
FS,"$698,000 ",West Marina,Kalele Kai,,"$695,000 ",8/31/2016,2,2,"1,427",2,265,Yes,5,1993,5/25/2016,98,Above Average,$223 ,$785 ,Hahaione,Niu Valley,Kaiser,Zone AE,"Diamond Head,Marina/Canal,Mountain,Ocean,Sunset",,"Ceramic Tile,Vinyl,W/W Carpet"
FS,"$965,000 ",West Marina,Kuapa Isle,301 Opihikao Place 472,"$965,000 ",8/30/2016,3,2,"1,164",2,400,Yes,1,1970,5/31/2016,31,Above Average,$222 ,$615 ,,,,Zone AE,"Marina/Canal,Mountain",Marina,"Ceramic Tile,Hardwood"
FS,"$725,000 ",West Marina,Koko Isle,902 Koko Isle Circle 2301,"$720,000 ",8/29/2016,4,3,"1,581",2,0,Yes,1,1968,5/4/2016,117,Fair,$216 ,$780 ,Koko Head,Niu Valley,Kaiser,Zone AE,Garden,Other,"Ceramic Tile,Laminate,W/W Carpet"
FS,"$625,000 ",West Marina,Colony At The Penins,520 Lunalilo Home Road 7307,"$612,500 ",8/26/2016,2,2,"1,345",2,87,Yes,4,2004,4/14/2016,104,"Above Average,Excellent",$177 ,$802 ,,,,Zone AE,"Marina/Canal,Mountain",,"Ceramic Tile,Vinyl,W/W Carpet"
FS,"$825,000 ",West Marina,Moorings,,"$825,000 ",8/25/2016,3,2.1,"1,522",2,0,Yes,1,1969,7/10/2016,2,Excellent,$247 ,$660 ,Hahaione,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Mountain,Ocean",Marina,"Ceramic Tile,Laminate,W/W Carpet"
FS,"$538,000 ",Hahaione-lower,Heritage House Hawai,6710 Hawaii Kai Drive 1708,"$535,000 ",8/24/2016,2,2,"1,040",2,105,No,17,1974,5/6/2016,103,Above Average,$110 ,$583 ,Hahaione,Niu Valley,Kaiser,Zone D,"Marina/Canal,Ocean,Sunrise",,"Ceramic Tile,W/W Carpet"
FS,"$598,000 ",Mariners Valley,Mariners Village 3,1144 Kumukumu Street C,"$593,000 ",8/18/2016,3,2.1,"1,356",2,212,Yes,1,1973,5/24/2016,91,Above Average,$140 ,$457 ,Kamiloiki,Niu Valley,Kaiser,Zone D,Mountain,Preservation,"Ceramic Tile,W/W Carpet"
FS,"$625,000 ",West Marina,Kawaihae Crescent Ea,516 Kawaihae Street G,"$610,000 ",8/18/2016,3,2.1,"1,506",2,0,No,3,1973,6/10/2016,19,Above Average,$139 ,$588 ,Hahaione,Niu Valley,Kaiser,Zone D,None,,"Ceramic Tile,Laminate,W/W Carpet"
FS,"$738,000 ",West Marina,Colony At The Penins,520 Lunalilo Home Road 7217,"$732,000 ",8/18/2016,3,2,"1,457",2,121,Yes,3,2005,7/20/2016,29,Excellent,$191 ,$520 ,Koko Head,Niu Valley,Kaiser,Zone AE,Garden,,"Ceramic Tile,Other,W/W Carpet"
FS,"$518,000 ",Hahaione-lower,Commodore,555 Hahaione Street 14B,"$513,000 ",8/17/2016,2,2,"1,238",2,77,Yes,14,1982,5/18/2016,93,Above Average,$25 ,"$1,106 ",,,,Zone D,"Coastline,Diamond Head,Garden,Marina/Canal,Mountain,Ocean,Sunset","Conservation,Preservation","Ceramic Tile,Hardwood"
FS,"$755,000 ",West Marina,Colony At The Penins,,"$765,000 ",8/16/2016,3,2,"1,457",2,126,Yes,3,2004,7/13/2016,35,Excellent,$167 ,$520 ,Koko Head,Niu Valley,Kaiser,Zone AE,"Garden,Marina/Canal,Mountain,Sunrise",,"Hardwood,W/W Carpet"
FS,"$769,000 ",West Marina,Mt Terrace,250 Kawaihae Street 11D,"$750,000 ",8/16/2016,2,2,"1,621",2,0,No,11,1974,7/12/2016,30,Above Average,$168 ,"$1,265 ",Hahaione,Niu Valley,Kaiser,Zone AE,"City,Mountain,Ocean,Sunrise",Other,"Marble/Granite,W/W Carpet"
FS,"$685,000 ",West Marina,Kalele Kai,1 Keahole Place 2407,"$665,000 ",8/12/2016,2,2,"1,430",2,0,Yes,2,1993,2/5/2016,187,Above Average,$210 ,$786 ,Hahaione,Niu Valley,Kaiser,Zone AE,Mountain,,"Ceramic Tile,W/W Carpet"
FS,"$899,000 ",West Marina,Peninsula At Hawaii ,520 Lunalilo Home Road V1405,"$895,000 ",8/9/2016,3,2.1,"1,671",2,40,Yes,1,2003,7/1/2016,28,Excellent,$228 ,$760 ,,,,Zone AE,"Marina/Canal,Mountain,Sunset",Marina,"Ceramic Tile,Hardwood,W/W Carpet"
FS,"$689,000 ",West Marina,Kawaihae Crescent Ea,464 Kawaihae Street A,"$680,000 ",8/4/2016,3,2,"1,370",2,500,No,0,1973,5/18/2016,50,Excellent,$108 ,$588 ,Hahaione,Niu Valley,Kaiser,Zone D,Mountain,,"Ceramic Tile,W/W Carpet"
FS,"$918,000 ",West Marina,Kuapa Isle,375 Opihikao Place 341,"$918,000 ",8/4/2016,4,3,"1,557",2,380,Yes,1,1970,6/27/2016,30,Above Average,$253 ,$614 ,Hahaione,Niu Valley,Kaiser,Zone D,"Garden,Marina/Canal,Mountain,Sunset","Marina,Waterfront","Ceramic Tile,Laminate,W/W Carpet"
FS,"$590,000 ",West Marina,Colony At The Penins,520 Lunalilo Home Road 8107,"$590,000 ",7/29/2016,2,2,"1,269",2,109,Yes,1,2004,4/23/2016,96,"Above Average,Excellent",$133 ,$753 ,Koko Head,Niu Valley,Kaiser,Zone AE,Mountain,Marina,"Vinyl,W/W Carpet"
FS,"$549,900 ",Hahaione-lower,Mauna Luan,521 Hahaione Street 2/9K,"$545,000 ",7/27/2016,2,2,"1,185",2,0,No,9,1975,6/1/2016,56,Above Average,$148 ,$683 ,Hahaione,Niu Valley,Kaiser,Zone D,"City,Coastline,Garden,Marina/Canal,Mountain,Ocean",,"Laminate,Other,W/W Carpet"
FS,"$728,500 ",West Marina,Lalea At Hawaii Kai ,7110 Hawaii Kai Drive 51,"$745,000 ",7/25/2016,3,2.1,"1,124",2,200,Yes,2,1997,6/8/2016,41,Excellent,$161 ,$419 ,Hahaione,Niu Valley,Kaiser,Zone D,Mountain,,"Hardwood,W/W Carpet"
FS,"$550,000 ",Mariners Valley,Mariners Village 3,1172 Wainiha Street B,"$556,000 ",7/23/2016,3,1.1,"1,093",2,0,Yes,1,1973,5/18/2016,68,Average,$159 ,$457 ,Kamiloiki,Niu Valley,Kaiser,Zone D,Mountain,,"Vinyl,W/W Carpet"
FS,"$558,000 ",Hahaione-lower,Mauna Luan,531 Hahaione Street 2/16A,"$558,000 ",7/22/2016,2,2,"1,410",2,0,No,16,1975,7/21/2016,0,Excellent,$174 ,$811 ,Hahaione,Niu Valley,Kaiser,Zone D,"Marina/Canal,Mountain,Ocean",,"Marble/Granite,W/W Carpet"
FS,"$1,099,000 ",West Marina,Kuapa Isle,260 Opihikao Way 732,"$1,099,000 ",7/22/2016,3,2.1,"1,518",5,200,Yes,2,1970,5/31/2016,53,Excellent,$234 ,$615 ,Hahaione,Niu Valley,Kaiser,Zone AE,Marina/Canal,Marina,"Ceramic Tile,Laminate,W/W Carpet"
FS,"$680,000 ",West Marina,Lalea At Hawaii Kai ,7190 Hawaii Kai Drive 272,"$695,000 ",7/21/2016,3,2.1,"1,113",2,300,Yes,0,1996,5/31/2016,51,Above Average,$177 ,$415 ,Hahaione,Niu Valley,Kaiser,Zone D,Mountain,Other,"Ceramic Tile,Laminate"
FS,"$498,000 ",Hahaione-lower,Heritage House Hawai,6710 Hawaii Kai Drive 504,"$480,000 ",7/20/2016,2,2,935,2,105,No,5,1974,5/17/2016,64,Average,$90 ,$583 ,Hahaione,Niu Valley,Kaiser,Zone D,Ocean,Other,W/W Carpet
FS,"$629,000 ",Hahaione-lower,Plaza Hawaii Kai,6770 Hawaii Kai Drive 24,"$625,000 ",7/19/2016,3,2.1,"1,488",2,301,Yes,2,1974,4/15/2016,96,Excellent,$134 ,"$1,055 ",,,,Zone D,"Garden,Mountain",,"Laminate,W/W Carpet"
FS,"$608,000 ",West Marina,Lalea At Hawaii Kai ,7172 Hawaii Kai Drive 183,"$615,000 ",7/18/2016,2,2,947,2,0,Yes,2,1998,5/20/2016,47,Above Average,$135 ,$357 ,Hahaione,Niu Valley,Kaiser,Zone D,None,,"Ceramic Tile,W/W Carpet"
FS,"$689,000 ",West Marina,Lalea At Hawaii Kai ,7122 Hawaii Kai Drive 93,"$697,000 ",7/18/2016,3,2.1,"1,075",2,250,No,1,1997,5/20/2016,59,Above Average,$150 ,$401 ,Hahaione,Niu Valley,Kaiser,Zone D,Mountain,,"Ceramic Tile,W/W Carpet"
FS,"$608,000 ",West Marina,Colony At The Penins,520 Lunalilo Home Road 8121,"$600,000 ",7/14/2016,2,2,"1,269",2,109,Yes,1,2004,2/29/2016,120,Excellent,$167 ,$753 ,,,,Zone AE,"Garden,Sunrise",,"Vinyl,W/W Carpet"
FS,"$698,000 ",West Marina,Kalele Kai,1 Keahole Place 1407,"$695,000 ",7/14/2016,2,2,"1,430",2,263,Yes,4,1993,4/18/2016,87,Above Average,$223 ,$787 ,Hahaione,Niu Valley,Kaiser,Zone AE,"Coastline,Marina/Canal,Ocean","Marina,Waterfront","Ceramic Tile,Hardwood"
FS,"$638,000 ",West Marina,Peninsula At Hawaii ,520 Lunalilo Home Road V5410,"$645,000 ",7/12/2016,2,2,"1,104",2,68,Yes,2,2003,5/1/2016,66,Excellent,$189 ,$642 ,,,,Zone AE,Garden,,"Laminate,Vinyl,W/W Carpet"
FS,"$815,000 ",West Marina,Moorings,6370 Hawaii Kai Drive 17,"$793,000 ",7/12/2016,3,2.1,"1,532",2,128,Yes,1,1969,3/7/2016,114,Excellent,$251 ,$660 ,Hahaione,Niu Valley,Kaiser,Zone D,"Marina/Canal,Mountain,Sunrise","Marina,Waterfront","Ceramic Tile,Laminate"
FS,"$558,000 ",West Marina,Koko Head Villas,233 Kawaihae Street 117D,"$558,000 ",7/11/2016,2,1.1,896,1,160,No,1,1969,5/18/2016,34,Excellent,$108 ,$450 ,Hahaione,Niu Valley,Kaiser,Zone AE,None,,"Ceramic Tile,Laminate"
FS,"$459,000 ",West Marina,Lalea At Hawaii Kai ,7110 Hawaii Kai Drive 49,"$461,000 ",7/8/2016,1,1,751,2,0,Yes,2,1997,5/9/2016,62,Above Average,$151 ,$280 ,,,,Zone D,None,,"Ceramic Tile,Laminate"
FS,"$512,000 ",Hahaione-lower,Commodore,555 Hahaione Street 5G,"$500,000 ",7/8/2016,2,2,"1,225",2,77,Yes,5,1982,5/12/2016,57,Excellent,$122 ,"$1,129 ",Hahaione,Niu Valley,Kaiser,Zone D,"Garden,Mountain,Ocean",Other,"Ceramic Tile,Laminate,W/W Carpet"
FS,"$398,000 ",Hahaione-lower,Heritage House Hawai,6710 Hawaii Kai Drive 1412,"$410,000 ",7/6/2016,1,1,706,1,81,No,14,1974,4/15/2016,82,Average,$105 ,$435 ,Hahaione,Niu Valley,Kaiser,Zone D,"Coastline,Marina/Canal,Mountain,Ocean",Other,"Ceramic Tile,W/W Carpet"
FS,"$575,000 ",Hahaione-lower,Mauna Luan,531 Hahaione Street 2/6C,"$567,000 ",7/5/2016,2,2,"1,211",2,0,No,6,1975,5/21/2016,33,Excellent,$145 ,$697 ,,,,Zone D,"Marina/Canal,Mountain,Ocean",,"Ceramic Tile,W/W Carpet"
FS,"$549,000 ",Hahaione-lower,Heritage House Hawai,6710 Hawaii Kai Drive 706,"$538,000 ",7/1/2016,2,2,"1,040",2,0,No,7,1974,3/5/2016,93,Excellent,$104 ,$543 ,,,,Zone D,"Marina/Canal,Ocean",,"Ceramic Tile,Hardwood"
FS,"$595,000 ",West Marina,Colony At The Penins,520 Lunalilo Home Road 7224,"$570,000 ",6/30/2016,2,2,"1,269",2,109,No,3,2004,10/8/2015,265,Excellent,$168 ,$740 ,Koko Head,Niu Valley,Kaiser,Zone AE,Mountain,Other,W/W Carpet
FS,"$649,000 ",Mariners Valley,Mariners Village 3,1100 Wainiha Street A,"$655,000 ",6/30/2016,3,2.1,"1,356",2,220,Yes,0,1971,5/18/2016,9,Excellent,$144 ,$457 ,Kamiloiki,Niu Valley,Kaiser,Zone D,Mountain,,"Ceramic Tile,Laminate,W/W Carpet"
FS,"$959,000 ",West Marina,Kuapa Isle,228 Opihikao Way 812,"$959,000 ",6/29/2016,3,2,"1,250",2,250,Yes,1,1970,4/12/2016,78,Excellent,$222 ,$630 ,Hahaione,Niu Valley,Kaiser,Zone AE,"Diamond Head,Sunset","Marina,Waterfront",Hardwood
FS,"$565,000 ",Hahaione-lower,Mauna Luan,531 Hahaione Street 2/19D,"$555,000 ",6/27/2016,2,2,"1,303",2,0,No,19,1975,3/15/2016,104,Above Average,$158 ,$748 ,Hahaione,Niu Valley,Kaiser,Zone D,"Coastline,Marina/Canal,Mountain,Ocean",,"Ceramic Tile,Hardwood"
FS,"$630,000 ",Mariners Valley,Mariners Village 3,1101 Kumukumu Street D,"$605,000 ",6/27/2016,4,2.1,"1,549",2,0,Yes,1,1973,1/8/2016,160,Above Average,$42 ,$556 ,Kamiloiki,Niu Valley,Kaiser,Zone D,"Garden,Mountain",,W/W Carpet
FS,"$638,000 ",West Marina,Kawaihae Crescent We,,"$630,000 ",6/27/2016,3,2.1,"1,470",2,0,Yes,2,1973,4/20/2016,55,Above Average,$115 ,$600 ,Hahaione,Niu Valley,Kaiser,Zone D,"Garden,Mountain",,"Laminate,Vinyl,W/W Carpet"
FS,"$615,000 ",West Marina,Lalea At Hawaii Kai ,7080 Hawaii Kai Drive 4,"$615,000 ",6/24/2016,2,2,947,2,0,Yes,2,1996,5/3/2016,48,Excellent,$122 ,$353 ,Hahaione,Niu Valley,Kaiser,Zone D,Mountain,,"Ceramic Tile,Vinyl,W/W Carpet"
FS,"$539,800 ",West Marina,Colony At The Penins,520 Lunalilo Home Road 7114,"$520,000 ",6/22/2016,1,1,904,2,125,No,1,2005,4/1/2016,80,Excellent,$131 ,$560 ,Koko Head,Niu Valley,Kaiser,Zone AE,Garden,Other,"Vinyl,W/W Carpet"
FS,"$849,000 ",West Marina,Moorings,6370 Hawaii Kai Drive 35,"$820,000 ",6/22/2016,2,3,"1,532",2,266,Yes,2,1969,3/6/2016,108,Excellent,$217 ,$660 ,Hahaione,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Mountain","Stream/Canal,Waterfront","Hardwood,Marble/Granite"
FS,"$565,000 ",Hahaione-lower,Mauna Luan,531 Hahaione Street 2/8E,"$565,000 ",6/20/2016,2,2,"1,211",2,0,No,8,1975,4/7/2016,61,Above Average,$150 ,$637 ,,,,Zone D,Ocean,,"Ceramic Tile,Hardwood"
FS,"$738,000 ",West Marina,Mt Terrace,250 Kawaihae Street 1B,"$739,000 ",6/20/2016,2,2,"1,644",2,0,No,1,1974,4/21/2016,60,Excellent,$165 ,"$1,265 ",Hahaione,Niu Valley,Kaiser,Zone D,"Coastline,Mountain,Ocean,Sunrise",Other,"Vinyl,W/W Carpet"
FS,"$599,000 ",Mariners Valley,Mariners Village 3,1093 Wainiha Street A,"$575,000 ",6/17/2016,3,1.1,"1,093",2,0,Yes,1,1971,4/28/2016,53,Above Average,$105 ,$457 ,,,,Zone D,Mountain,Other,"Ceramic Tile,W/W Carpet"
FS,"$675,000 ",West Marina,Villa Marina,263 Kawaihae Place A101,"$685,000 ",6/16/2016,3,2.1,"1,452",2,352,Yes,2,1970,4/29/2016,48,"Above Average,Excellent",$136 ,$490 ,Hahaione,Niu Valley,Kaiser,Zone AE,Garden,"Marina,Other","Ceramic Tile,Other"
FS,"$735,000 ",West Marina,Colony At The Penins,520 Lunalilo Home Road 6317,"$730,000 ",6/16/2016,3,2,"1,457",2,126,Yes,3,2004,2/22/2016,91,"Above Average,Excellent",$190 ,$862 ,Koko Head,Niu Valley,Kaiser,Zone D,"City,Mountain",,"Ceramic Tile,Hardwood,Vinyl,W/W Carpet"
FS,"$675,000 ",Hahaione-lower,Plaza Hawaii Kai,6770 Hawaii Kai Drive 602,"$665,000 ",6/15/2016,2,2,"1,626",2,0,Yes,6,1974,11/25/2015,203,Excellent,$210 ,"$1,108 ",Hahaione,Niu Valley,Kaiser,Zone D,"Marina/Canal,Mountain,Ocean,Sunset",Preservation,"Marble/Granite,W/W Carpet"
FS,"$519,000 ",West Marina,Colony At The Penins,520 Lunalilo Home Road 7415,"$500,000 ",6/14/2016,1,1,904,2,82,Yes,4,2004,3/18/2016,88,Above Average,$132 ,$554 ,Koko Head,Niu Valley,Kaiser,Zone AE,None,Other,"Ceramic Tile,W/W Carpet"
FS,"$610,000 ",West Marina,Lalea At Hawaii Kai ,7196 Hawaii Kai Drive 251,"$600,000 ",6/13/2016,2,2,947,2,0,Yes,2,1999,4/16/2016,58,Above Average,$134 ,$353 ,Hahaione,Niu Valley,Kaiser,Zone D,Mountain,,"Laminate,Vinyl,W/W Carpet"
FS,"$672,267 ",West Marina,Villa Marina,267 Kawaihae Place A103,"$665,000 ",6/13/2016,3,2.1,"1,452",2,352,Yes,1,1970,4/27/2016,29,Above Average,$124 ,$490 ,Hahaione,Niu Valley,Kaiser,Zone AE,None,"Marina,Waterfront","Laminate,W/W Carpet"
FS,"$570,000 ",Mariners Valley,Mariners Village 3,1145 Wainiha Street C,"$615,000 ",6/9/2016,3,1.1,"1,093",2,504,Yes,2,1972,4/14/2016,56,Above Average,$125 ,$457 ,Kamiloiki,Niu Valley,Kaiser,Zone D,Garden,,"Laminate,W/W Carpet"
FS,"$899,000 ",West Marina,Kuapa Isle,341 Opihikao Place 422,"$899,000 ",6/9/2016,3,2,"1,250",2,240,Yes,1,1970,9/28/2015,255,Above Average,$209 ,$613 ,Hahaione,Niu Valley,Kaiser,Zone D,"Garden,Marina/Canal,Mountain,Sunset","Marina,Waterfront","Ceramic Tile,W/W Carpet"
FS,"$750,000 ",West Marina,Colony At The Penins,520 Lunalilo Home Road 8424,"$745,000 ",6/6/2016,3,2,"1,457",2,0,Yes,4,2004,2/29/2016,70,Excellent,$168 ,$854 ,Koko Head,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Mountain",Lake/Pond,"Ceramic Tile,Laminate,W/W Carpet"
FS,"$1,050,000 ",West Marina,Koko Isle,709 Koko Isle Circle 13/1305,"$1,035,000 ",6/6/2016,3,2.1,"1,539",2,250,Yes,1,1968,11/1/2015,218,Above Average,$254 ,$780 ,Koko Head,Niu Valley,Kaiser,Zone AE,"City,Coastline,Marina/Canal,Mountain,Ocean,Sunrise","Marina,Ocean,Waterfront","Ceramic Tile,W/W Carpet"
FS,"$458,000 ",Hahaione-lower,Mauna Luan,521 Hahaione Street 2/9G,"$458,000 ",6/3/2016,1,1,804,2,0,No,9,1975,2/1/2016,123,Above Average,$112 ,$493 ,Hahaione,Niu Valley,Kaiser,Zone D,"Mountain,Sunset",Other,W/W Carpet
FS,"$685,000 ",West Marina,Lalea At Hawaii Kai ,7092 Hawaii Kai Drive 30,"$679,000 ",6/3/2016,3,2.1,"1,075",2,0,No,1,1996,3/23/2016,22,Above Average,$173 ,$401 ,,,,Zone D,Mountain,Other,"Hardwood,Laminate,Vinyl,W/W Carpet"
FS,"$999,999 ",West Marina,Gateway Peninsula,207-6 Kawaihae Street B6,"$980,000 ",6/3/2016,3,2.1,"1,850",2,500,Yes,1,1972,9/16/2015,261,Excellent,$233 ,$767 ,,,,Zone AE,"Marina/Canal,Mountain,Ocean,Sunrise",Marina,Laminate
FS,"$890,000 ",West Marina,Kuapa Isle,425 Opihikao Place 212,"$890,000 ",6/2/2016,3,2,"1,250",2,420,Yes,1,1970,4/11/2016,52,Above Average,$261 ,$615 ,Hahaione,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Mountain",Marina,"Ceramic Tile,Laminate,Other"
FS,"$599,000 ",West Marina,Lalea At Hawaii Kai ,7160 Hawaii Kai Drive 221,"$599,000 ",5/27/2016,2,2,947,2,0,No,2,1998,3/13/2016,78,Above Average,$158 ,$353 ,,,,Zone D,"Garden,Mountain",Other,"Vinyl,W/W Carpet"
FS,"$749,000 ",West Marina,Peninsula At Hawaii ,520 Lunalilo Home Road V5404,"$730,000 ",5/24/2016,3,2.1,"1,671",2,0,Yes,1,2003,4/8/2016,46,Excellent,$216 ,$761 ,Koko Head,Niu Valley,Kaiser,Zone D,Mountain,Other,"Ceramic Tile,Laminate"
FS,"$545,000 ",Hahaione-lower,Mauna Luan,521 Hahaione Street 2/4L,"$545,000 ",5/23/2016,2,2,"1,302",2,0,No,4,1975,4/4/2016,0,Above Average,$127 ,$748 ,Hahaione,Niu Valley,Kaiser,Zone D,"Garden,Sunset",,"Marble/Granite,W/W Carpet"
FS,"$953,000 ",West Marina,Kuapa Isle,349 Opihikao Place 402,"$947,000 ",5/19/2016,3,2.1,"1,518",2,0,Yes,2,1970,3/14/2016,58,Above Average,$234 ,$615 ,Hahaione,Niu Valley,Kaiser,Zone X,"Marina/Canal,Sunset",Marina,"Other,W/W Carpet"
FS,"$650,000 ",West Marina,Esplanade,500 Lunalilo Home Road 12G,"$640,000 ",5/18/2016,2,2,"1,083",2,119,Yes,2,1973,3/2/2016,36,Excellent,$124 ,$736 ,Koko Head,Niu Valley,Kaiser,Zone AE,"Coastline,Garden,Marina/Canal,Mountain,Ocean,Sunset","Marina,Waterfront","Ceramic Tile,Marble/Granite,W/W Carpet"
FS,"$849,000 ",West Marina,Villa Marina,6221 Kawaihae Place B105,"$825,000 ",5/13/2016,3,2.1,"1,452",2,550,Yes,2,1970,2/15/2016,88,Above Average,$202 ,$490 ,Hahaione,Niu Valley,Kaiser,Zone AE,Marina/Canal,"Marina,Waterfront","Ceramic Tile,Hardwood,Laminate"
FS,"$460,000 ",Hahaione-lower,Mauna Luan,531 Hahaione Street 2/3B,"$458,000 ",5/6/2016,1,1,852,2,0,No,3,1975,1/27/2016,100,Above Average,$97 ,$522 ,Hahaione,Niu Valley,Kaiser,Zone D,Garden,,"Laminate,Vinyl,W/W Carpet"
FS,"$639,000 ",Hahaione-lower,Naniwa Gardens,6750 Hawaii Kai Drive 1001,"$635,000 ",5/6/2016,2,2,"1,238",3,90,Yes,10,1974,3/9/2016,55,Excellent,$123 ,$809 ,Hahaione,Niu Valley,Kaiser,Zone D,"Coastline,Marina/Canal,Mountain,Ocean,Sunrise",,Laminate
FS,"$725,000 ",West Marina,Kalele Kai,1 Keahole Place 3409,"$700,000 ",5/6/2016,2,2,"1,427",2,265,Yes,1,1993,2/25/2016,61,Above Average,$216 ,$764 ,Hahaione,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Mountain",Marina,"Hardwood,Laminate,W/W Carpet"
FS,"$605,000 ",West Marina,Esplanade,500 Lunalilo Home Road 13F,"$618,000 ",5/2/2016,2,2,"1,083",2,119,Yes,3,1973,2/15/2016,52,Above Average,$152 ,$735 ,Koko Head,Niu Valley,Kaiser,Zone AE,"Coastline,Diamond Head,Marina/Canal,Mountain,Ocean,Sunset","Marina,Waterfront","Ceramic Tile,Vinyl,W/W Carpet"
FS,"$525,000 ",Hahaione-lower,Mauna Luan,531 Hahaione Street 213C,"$520,000 ",4/29/2016,2,2,"1,211",2,0,No,13,1975,11/16/2015,168,Average,$158 ,$697 ,Hahaione,Niu Valley,Kaiser,Zone D,"Coastline,Marina/Canal,Ocean,Sunset",,W/W Carpet
FS,"$734,900 ",West Marina,Moana Kai,7012 Hawaii Kai Drive 1304,"$730,000 ",4/29/2016,3,2.1,"1,524",2,216,Yes,1,2005,2/9/2016,80,Average,$196 ,$409 ,Hahaione,Niu Valley,Kaiser,Zone D,None,Other,"Laminate,Vinyl,W/W Carpet"
FS,"$608,000 ",West Marina,Colony At The Penins,520 Lunalilo Home Road 7325,"$608,000 ",4/27/2016,2,2,"1,287",2,104,Yes,3,2005,3/3/2016,55,Above Average,$171 ,$841 ,Koko Head,Niu Valley,Kaiser,Zone AE,Mountain,,"Ceramic Tile,W/W Carpet"
FS,"$435,000 ",Hahaione-lower,Mauna Luan,521 Hahaione Street 2/7G,"$440,000 ",4/22/2016,1,1,804,1,0,No,7,1975,2/26/2016,56,Above Average,$107 ,$462 ,Hahaione,Niu Valley,Kaiser,Zone D,Mountain,,"Ceramic Tile,W/W Carpet"
FS,"$499,000 ",Hahaione-lower,Heritage House Hawai,6710 Hawaii Kai Drive 112,"$499,000 ",4/22/2016,1,1,787,1,0,No,1,1974,2/19/2016,66,Excellent,$64 ,$435 ,Hahaione,Niu Valley,Kaiser,Zone D,Garden,Other,"Marble/Granite,W/W Carpet"
FS,"$635,000 ",Mariners Valley,Mariners Village 3,1100 Awawamalu Street A,"$685,000 ",4/22/2016,4,2,"1,329",2,0,Yes,1,1972,2/26/2016,4,Above Average,$130 ,$457 ,,,,Zone D,Garden,,"Ceramic Tile,Laminate,W/W Carpet"
FS,"$650,000 ",Hahaione-lower,Mariners Village 1,564 Hahaione Street 5C,"$650,000 ",4/22/2016,3,2.1,"1,457",2,285,No,1,1971,1/20/2016,29,Above Average,$142 ,$615 ,Hahaione,Niu Valley,Kaiser,Zone D,Mountain,,"Ceramic Tile,Laminate,W/W Carpet"
FS,"$688,000 ",West Marina,Peninsula At Hawaii ,520 Lunalilo Home Road 6205,"$678,000 ",4/20/2016,2,2,"1,345",4,0,Yes,1,2004,2/25/2016,48,Above Average,$182 ,$573 ,Koko Head,Niu Valley,Kaiser,Zone AE,Garden,,"Laminate,W/W Carpet"
FS,"$565,000 ",Hahaione-lower,Mauna Luan,501 Hahaione Street 1/15K,"$565,000 ",4/19/2016,2,2,"1,185",2,0,No,15,1975,10/15/2015,187,Fair,$126 ,$682 ,Hahaione,Niu Valley,Kaiser,Zone D,"Coastline,Marina/Canal,Mountain,Ocean",,"Vinyl,W/W Carpet"
FS,"$755,000 ",West Marina,Mt Terrace,,"$739,500 ",4/18/2016,2,2,"1,644",2,0,No,15,1974,9/28/2015,183,Excellent,$184 ,"$1,265 ",Hahaione,Niu Valley,Kaiser,Zone AE,"Diamond Head,Marina/Canal,Ocean,Sunrise,Sunset",Other,Hardwood
FS,"$449,000 ",Hahaione-lower,Commodore,555 Hahaione Street 4E,"$445,000 ",4/15/2016,1,2,"1,019",2,62,Yes,4,1982,1/25/2016,81,Excellent,$66 ,$989 ,Hahaione,Niu Valley,Kaiser,Zone D,"Garden,Mountain,Ocean",,"Ceramic Tile,W/W Carpet"
FS,"$530,000 ",Hahaione-lower,Mauna Luan,511 Hahaione Street 114-A,"$525,000 ",4/15/2016,2,2,"1,353",2,0,No,14,1975,1/27/2016,79,Fair,$167 ,$811 ,Hahaione,Niu Valley,Kaiser,Zone D,"Marina/Canal,Mountain",Other,"Ceramic Tile,Vinyl,W/W Carpet"
FS,"$790,000 ",West Marina,Mt Terrace,250 Kawaihae Street 21A,"$790,000 ",4/14/2016,2,2,"1,644",2,0,No,21,1974,2/15/2016,10,Average,$212 ,"$1,265 ",Hahaione,Niu Valley,Kaiser,Zone AE,"Diamond Head,Marina/Canal,Ocean,Sunrise",,W/W Carpet
FS,"$549,000 ",West Marina,Lalea At Hawaii Kai ,7172 Hawaii Kai Drive 190,"$545,000 ",4/13/2016,2,1,850,2,0,Yes,2,1998,1/25/2016,63,Excellent,$122 ,$317 ,,,,Zone D,None,,"Ceramic Tile,Laminate"
